Transaction_ID,Customer_ID,Region,Age,Product_Category,Quantity,Payment_Method,Price,Discount,Purchase_Date,Store_Type,First_Purchase_Date,Lead_Time_Days
5248,4209,North,44.0,Toys,3,Cash,,0.05,2023-09-28,In-Store,2007-12-16,
14142,1681,East,61.0,Sports,9,Debit Card,416.08,0.11,2025-02-07,In-Store,2011-10-14,
7995,2306,West,31.0,Toys,3,Credit Card,130.22,,2024-09-23,Online,2021-11-19,6.0
10984,4270,East,24.0,Home Goods,1,Credit Card,257.81,0.07,2024-10-17,Online,2011-05-08,7.0
9949,1842,East,63.0,Home Goods,7,Debit Card,374.0,0.12,2024-02-03,Online,2005-03-22,4.0
83,3556,West,59.0,Toys,6,Debit Card,480.48,0.2,2024-06-29,In-Store,2012-09-22,
12929,2633,East,64.0,Toys,9,Credit Card,366.25,0.12,2023-11-06,In-Store,2017-11-03,
13955,4848,South,38.0,Sports,9,Debit Card,436.45,0.18,2023-11-07,Online,2018-01-04,1.0
9494,4385,West,33.0,Sports,3,Credit Card,65.78,0.04,2024-04-09,Online,2008-12-25,6.0
6048,1841,South,35.0,Clothing,2,Cash,351.38,0.17,2024-05-12,In-Store,2019-07-26,
6613,3940,South,47.0,Toys,2,Cash,388.51,0.26,2024-11-12,In-Store,2017-08-12,
8344,2872,East,24.0,Toys,6,Credit Card,323.37,0.14,2024-10-16,Online,2006-04-14,4.0
7484,3821,North,47.0,Sports,2,Cash,310.01,0.06,2023-06-10,In-Store,2020-04-21,
8975,3933,South,53.0,Clothing,6,Cash,276.86,0.11,2024-05-16,In-Store,2008-02-19,
5502,3140,West,48.0,Home Goods,4,Credit Card,341.02,0.0,2024-07-21,Online,2006-02-06,6.0
7492,4893,North,28.0,Home Goods,4,Credit Card,223.69,0.09,2023-12-23,Online,2006-01-17,1.0
14016,1738,South,40.0,Sports,9,Cash,65.19,0.11,2023-06-24,,2021-03-06,
12402,3048,East,51.0,Toys,6,Cash,356.51,0.19,2024-10-05,In-Store,2014-03-16,
8568,3374,East,42.0,Toys,7,Debit Card,486.02,0.04,2024-03-17,In-Store,2013-06-28,
11395,4906,North,40.0,Sports,6,Cash,436.4,0.29,2024-09-08,In-Store,2008-01-14,
7393,2008,West,29.0,Home Goods,1,Debit Card,385.17,0.06,2024-01-25,Online,2017-11-28,4.0
12192,1090,South,32.0,Home Goods,9,Debit Card,328.41,0.14,2023-11-04,Online,2007-04-23,3.0
9489,3216,East,32.0,Sports,1,Credit Card,316.57,0.06,2024-09-23,In-Store,2013-11-01,
5246,3915,East,53.0,Home Goods,4,Debit Card,192.64,0.27,2024-12-29,In-Store,2010-03-02,
7612,3780,East,62.0,Sports,2,Credit Card,41.68,0.19,2024-06-16,In-Store,2005-08-28,
6429,3581,North,30.0,Electronics,9,Debit Card,395.04,0.28,2024-09-05,In-Store,2018-09-20,
15279,2542,East,20.0,Sports,9,Debit Card,525.7,0.13,2023-09-21,Online,2018-07-21,4.0
7869,2311,East,36.0,Electronics,5,Cash,67.42,0.16,2023-07-08,In-Store,2016-11-21,
12011,2809,North,59.0,Clothing,10,Credit Card,327.4,0.15,2023-09-05,Online,2016-11-05,1.0
4738,4106,West,58.0,Toys,5,Credit Card,291.7,0.25,2024-04-03,In-Store,2012-05-08,
9572,3276,West,42.0,Sports,6,Debit Card,73.93,0.02,2023-09-24,In-Store,2013-05-24,
8556,1556,East,35.0,Clothing,6,Debit Card,414.86,0.13,2024-02-02,In-Store,2011-06-04,
3974,3492,North,63.0,Sports,1,Credit Card,120.78,0.23,2024-10-28,In-Store,2013-09-08,
9200,4199,East,62.0,Electronics,9,Credit Card,388.73,0.02,2023-01-31,Online,2019-11-24,1.0
14018,3833,West,52.0,Home Goods,6,Credit Card,231.35,0.22,2024-11-22,In-Store,2018-12-05,
2308,3382,West,52.0,Clothing,7,Debit Card,370.26,0.29,2024-05-22,Online,2019-10-25,9.0
14666,1934,North,24.0,Home Goods,6,Credit Card,457.0,0.12,2023-02-19,In-Store,2010-01-19,
133,2180,North,48.0,Sports,9,Credit Card,312.45,0.26,2024-03-04,In-Store,2020-12-15,
8094,2734,South,58.0,Clothing,7,Credit Card,257.83,0.21,2023-06-19,Online,2020-10-02,3.0
7115,1327,South,20.0,Clothing,1,Debit Card,258.75,0.02,2024-12-11,In-Store,2007-09-10,
15056,1563,East,35.0,Sports,9,Cash,399.02,0.24,2024-10-10,In-Store,2013-06-05,
5044,4145,West,65.0,Sports,7,Debit Card,214.8,0.13,2023-04-01,Online,2014-12-06,4.0
5285,3792,West,19.0,Sports,2,Credit Card,98.05,,2024-01-04,Online,2012-11-19,1.0
10847,4590,East,,Clothing,4,Cash,422.92,0.09,2023-04-02,In-Store,2022-12-17,
206,2757,West,63.0,Sports,7,Cash,443.44,0.11,2024-10-13,In-Store,2014-01-11,
9915,4365,North,57.0,Clothing,3,Cash,99.33,0.18,2024-09-27,In-Store,2012-01-21,
75,3612,East,54.0,Electronics,1,Credit Card,125.26,0.16,2024-12-04,In-Store,2013-07-25,
11285,1631,South,,Sports,6,Cash,320.74,0.27,2023-04-30,In-Store,2013-09-02,
3303,2676,West,32.0,Toys,4,Debit Card,375.92,0.1,2024-08-28,In-Store,2012-06-09,
14897,4853,South,64.0,Home Goods,4,Credit Card,361.44,0.02,2024-09-06,In-Store,2021-05-08,
8298,4569,East,28.0,Sports,3,Credit Card,31.42,0.27,2023-12-23,In-Store,2014-01-31,
13152,3602,East,57.0,Home Goods,8,Credit Card,112.43,0.23,2024-12-13,In-Store,2021-04-28,
8860,2657,North,21.0,Clothing,8,Debit Card,31.37,0.08,2024-02-19,Online,2017-06-20,3.0
8333,3623,West,62.0,Sports,1,Credit Card,132.12,0.15,2023-06-13,Online,2005-12-01,4.0
1544,4687,West,18.0,Electronics,8,Credit Card,206.85,0.11,2024-04-09,Online,2012-08-13,8.0
7079,4416,East,45.0,Toys,8,Credit Card,275.41,0.0,2023-10-12,Online,2009-07-11,6.0
5901,3244,East,61.0,Electronics,3,Debit Card,469.38,0.25,2023-12-06,Online,2015-09-24,8.0
11284,3437,West,33.0,Sports,3,Cash,377.55,0.02,2024-04-23,In-Store,2007-03-24,
2269,4741,North,46.0,Home Goods,6,Cash,331.43,0.14,2024-04-15,In-Store,2021-05-31,
11371,1046,East,21.0,Clothing,9,Credit Card,461.05,0.13,2024-04-09,Online,2012-08-27,4.0
11833,3129,East,41.0,Sports,2,Debit Card,24.89,0.18,2023-10-25,In-Store,2009-07-28,
10082,2166,South,44.0,Home Goods,6,Debit Card,290.5,0.24,2024-06-03,Online,2014-07-15,8.0
5889,3893,East,,Sports,7,Credit Card,190.02,0.29,2023-04-04,In-Store,2019-11-29,
1781,3308,North,28.0,Electronics,1,Cash,160.44,0.29,2023-11-18,In-Store,2008-09-19,
9365,1121,East,36.0,Sports,8,Debit Card,89.6,0.28,2023-05-26,Online,2010-04-04,8.0
999,1797,South,63.0,Sports,8,Debit Card,333.37,0.18,2024-01-20,Online,2008-12-23,4.0
982,3779,North,19.0,Sports,8,Credit Card,487.32,0.29,2023-03-22,In-Store,2018-09-22,
11623,2238,West,23.0,Electronics,2,Debit Card,452.47,0.11,2023-05-20,Online,2012-03-13,9.0
15522,3392,South,29.0,Electronics,7,Credit Card,93.5,0.28,2023-07-26,In-Store,2015-03-05,
6545,4308,North,35.0,Toys,6,Credit Card,213.41,0.23,2023-05-19,Online,2014-03-08,9.0
3992,3075,South,59.0,Home Goods,8,Credit Card,272.02,0.23,2024-10-16,In-Store,2022-04-27,
6046,2189,North,61.0,Home Goods,3,Debit Card,433.37,0.23,2024-09-15,Online,2022-05-28,2.0
6865,4339,West,40.0,Home Goods,8,Credit Card,335.24,0.1,2023-02-01,Online,2012-11-17,2.0
13007,2519,North,21.0,Toys,2,Debit Card,96.52,0.12,2023-09-19,Online,2005-03-30,6.0
4783,1299,East,57.0,Sports,5,Debit Card,351.97,0.1,2024-11-26,In-Store,2013-12-10,
4623,3968,North,18.0,Clothing,7,Debit Card,464.6,,2024-07-14,Online,2012-05-11,9.0
6983,1678,North,37.0,Toys,5,Cash,436.14,0.11,2024-06-21,In-Store,2017-01-09,
1044,4529,South,60.0,Sports,7,Cash,386.81,,2024-09-06,In-Store,2005-08-06,
12856,2802,North,37.0,Home Goods,3,Debit Card,362.87,0.14,2023-08-29,Online,2012-08-31,4.0
6586,1922,South,50.0,Toys,5,Cash,37.22,0.12,2024-06-30,In-Store,2005-06-06,
4291,1141,North,64.0,Toys,8,Debit Card,246.12,0.29,2023-11-20,Online,2015-08-06,5.0
2664,3914,North,62.0,Clothing,3,Credit Card,453.33,0.03,2024-11-03,In-Store,2009-01-25,
12312,4571,West,21.0,Electronics,8,Debit Card,420.73,0.06,2024-11-08,Online,2005-08-19,8.0
9232,3659,North,23.0,Sports,6,Debit Card,400.77,0.1,2024-12-03,Online,2015-12-27,8.0
15335,1512,North,60.0,Sports,3,Cash,214.38,0.25,2023-07-10,In-Store,2021-07-14,
10227,1918,South,65.0,Sports,6,Debit Card,460.92,0.05,2023-02-16,In-Store,2020-01-13,
7498,2268,North,59.0,Sports,8,Debit Card,414.16,0.2,2023-10-14,In-Store,2012-11-22,
4542,4321,East,68.0,Clothing,8,Cash,96.17,0.08,2023-07-19,In-Store,2010-03-18,
12995,4762,North,31.0,Clothing,2,Debit Card,269.91,0.03,2024-08-03,Online,2012-01-23,3.0
6763,3505,East,38.0,Home Goods,1,Debit Card,385.91,0.07,2023-01-04,In-Store,2019-10-28,
4840,2207,North,50.0,Electronics,3,Cash,447.61,0.24,2023-10-06,In-Store,2007-11-05,
11185,2600,North,51.0,Sports,1,Credit Card,53.47,0.0,2024-05-09,Online,2005-07-18,6.0
11327,3283,South,44.0,Electronics,1,Cash,359.61,0.14,2023-07-04,In-Store,2007-01-14,
10458,3884,North,40.0,Home Goods,4,Credit Card,86.3,0.03,2023-10-28,Online,2007-04-09,6.0
15016,4091,North,41.0,Sports,7,Debit Card,463.42,0.17,2023-12-29,In-Store,2021-09-17,
14,2482,East,31.0,Toys,3,Credit Card,226.02,0.06,2023-05-09,In-Store,2012-11-25,
12886,3053,North,52.0,Clothing,8,Debit Card,148.96,0.15,2024-10-18,Online,2006-06-29,8.0
6815,3707,North,36.0,Home Goods,5,Debit Card,355.3,0.26,2024-09-28,In-Store,2017-06-28,
